narration,category
POS 531134 MICROSOFT INDIA,Income
RTGS/871990786814/KOTAK SAVINGS INTEREST,Interest Income
IMPS/120342329005/AMAZON,Shopping
UPI/CBSE BOARD FEES,Education
ACH DR BYJUS,Education
POS 501830 MIRAE ASSET MF,Investment
NACH-HEALTHIANS-62342281,Health
MANDATE-KOTAK SAVINGS INTEREST,Interest Income
POS PURCHASE PNB METLIFE,Insurance
UPI-DR-761716220014-SMART BAZAAR,Groceries
AUTO DEBIT CAR LOAN EMI,Loan EMI
RTGS/140589157316/BBMP PROPERTY TAX,Tax
NACH-NOTION PRO-01434768,Subscriptions
BILLDESK-YLG SALON-292673,Personal Care
UPI/BHIM UPI,Transfer
NEFT-UTI MF-60503282,Investment
UPI/DR/491201046536/BIOTIQUE,Personal Care
BILLDESK-BAJAJ ALLIANZ GENERAL-200987,Insurance
UPI-P2A-033123074683-HP,Electronics
RTGS/777026898493/GOOGLEPAY TRANSFER,Transfer
SUN DIRECT ONLINE BILL PAYMENT,Utilities
AUTO DEBIT LOCKER RENT CHARGES,Bank Charges
UPI-DR-545671980491-EPIC GAMES,Entertainment
IMPS-BOUNCE-05111369,Transport
UPI/OUT/535232295532/atmhdfc@apl/Payment,Cash Withdrawal
NEFT/223920259365/FUND TRANSFER,Transfer
UPI/ZOLO STAYS/202648464969,Rent
UPI-DR-760300945885-EDUREKA,Education
UPI/MAHARASHTRA PT,Tax
POS/788974/ACER,Electronics
UPI-P2A-033197889376-SRI CHAITANYA,Education
NACH-TOMMY HILFIGER-04385327,Shopping
UPI/HDFC BANK EMI/254499560501,Loan EMI
NACH-SUGAR COSMETICS-65964016,Personal Care
POS 434087 SRL DIAGNOSTICS,Health
MANDATE-CHALO BUS,Transport
POS 899546 ETMONEY,Investment
BILLDESK-TOMMY HILFIGER-269825,Shopping
ACH DR BMTC,Transport
UPI/CONSULTING FEES,Income
POS/362470/NEFT CHARGES,Bank Charges
POS 927320 SBI LIFE,Insurance
POS 404934 UTI MF,Investment
UPI-DR-737185322358-DISNEY HOTSTAR PREMIUM,Subscriptions
UPI PAYMENT HCL TECHNOLOGIES,Income
NEFT-CINEPOLIS-77295276,Entertainment
POS/576069/APARTMENT MAINTENANCE,Rent
IMPS/737814722083/CASH COUNTER WITHDRAWAL,Cash Withdrawal
PAYROLL FLIPKART,Income
MANDATE-APOLLO PHARMACY,Health
IMPS-EASEMYTRIP-10174385,Travel
IMPS-MICROSOFT INDIA-54799311,Income
UPI-P2A-693753533846-MICROSOFT 365,Subscriptions
UPI/AMAZON/242004080424,Shopping
MANDATE-ICLOUD STORAGE,Subscriptions
BILLDESK-MIRAE ASSET MF-616909,Investment
IMPS/809416415352/REALME,Electronics
IMPS-DOMINOS-09002862,Food & Dining
NEFT-PLAYSTATION STORE-94432277,Entertainment
UPI/OUT/160399557124/pvrcinem@oksbi/Payment,Entertainment
NEFT-NON MAINTENANCE CHARGE-06493280,Bank Charges
ECS-PPFAS MF,Investment
NACH-LATE PAYMENT FEE-52083932,Bank Charges
ECS-FOREST ESSENTIALS,Personal Care
NACH-TALWALKARS-62548881,Health
BILLDESK-SONY LIV-958140,Entertainment
NEFT/455199914860/PATANJALI AYURVED,Personal Care
UPI PAYMENT MAGICBRICKS,Rent
MANDATE-ROLLS MANIA,Food & Dining
NEFT/503448682403/BOUNCE,Transport
NEFT-LIQUID FUND DIVIDEND-95891713,Interest Income
UPI PAYMENT APOLLO PHARMACY,Health
IMPS-PURPLLE-63223355,Personal Care
UPI/OUT/375262635779/mumbaime@ibl/Payment,Transport
NACH-SELF ASSESSMENT TAX-53140785,Tax
POS/532211/ANGEL ONE,Investment
UPI-P2A-633774059209-BLINKIT,Groceries
NACH-CHENNAI METRO-80437802,Transport
POS 472686 MAHARASHTRA PT,Tax
UPI/IBM INDIA/202820835556,Income
POS/147833/ZOOM CAR,Transport
ECS-MUTUAL FUND DIVIDEND,Interest Income
UPI/AXIS BANK FD INTEREST/364137189851,Interest Income
UPI/NESTAWAY/381500221364,Rent
UPI-P2A-642062405003-ADANI GAS,Utilities
BILLPAY GUJARAT GAS,Utilities
UPI-DR-058933675623-MONGINIS,Food & Dining
BILLDESK-STEAM INDIA-965660,Entertainment
IMPS/661148211004/TATA CONSULTANCY,Income
RTGS/037492515280/AIRTEL DTH,Utilities
RTGS/735634772838/DELL,Electronics
IMPS-BSES YAMUNA-75656911,Utilities
MANDATE-RESONANCE,Education
NEFT/112833073203/PROPERTY TAX,Tax
IMPS/629017399313/SHELL INDIA,Fuel
UPI-DR-698459160493-SPEED FUELS,Fuel
POS 558558 ZOOM PRO,Subscriptions
BILLDESK-ETMONEY-198707,Investment
IMPS/041315832975/KENDRIYA VIDYALAYA FEES,Education
UPI/OUT/393185122717/healthka@ybl/Payment,Health
IMPS-APOLLO PHARMACY-20357150,Health
UPI/AKASA AIR,Travel
MANDATE-ZOLO STAYS,Rent
POS PURCHASE ATM SBI,Cash Withdrawal
AUTO DEBIT AMAZON PAY TRANSFER,Transfer
AUTO DEBIT DELHI METRO RAIL,Transport
UPI-DR-705793357561-OYO ROOMS,Travel
UPI/RD INTEREST CREDIT/593747732785,Interest Income
POS 419264 TATA NEU PLUS,Subscriptions
ECS-FABHOTELS,Travel
UPI/FIITJEE,Education
AUTO DEBIT FI TRANSFER,Transfer
AUTO DEBIT PARADISE BIRYANI,Food & Dining
ACH DR APPLE INDIA,Electronics
ACH DR BHIM UPI,Transfer
CESC BILL 013545,Utilities
AUTO DEBIT CUEMATH,Education
UPI-P2A-568201298375-IOC FUEL STATION,Fuel
NEFT-ADVANCE TAX-52759214,Tax
NEFT/080782383397/AMAZON PRIME VIDEO,Entertainment
HOUSE RENT FLAT RENT TRANSFER,Rent
TDS PAYMENT 30139824,Tax
CASH WITHDRAWAL 76346372,Cash Withdrawal
UPI/OUT/923898031524/biotique@apl/Payment,Personal Care
NSDL TIN 89217436,Tax
POS/002429/MINIMUM BALANCE CHARGE,Bank Charges
ACH DR NEW INDIA ASSURANCE,Insurance
BILLDESK-BLUSMART-393119,Transport
ACH DR AIRTEL DTH,Utilities
UPI-DR-868380612507-BOOKING.COM,Travel
NACH-NILGIRIS-22480282,Groceries
NEFT-FI TRANSFER-27028445,Transfer
POS 211360 PRACTO,Health
POS PURCHASE MORE RETAIL,Groceries
NACH-FREELANCE PAYMENT-51115298,Income
UPI-P2A-870975375872-SHOPPERS STOP,Shopping
NACH-LOTUS HERBALS-07245712,Personal Care
NACH-SMS ALERT CHARGES-06657097,Bank Charges
BILLDESK-INDRAPRASTHA GAS-164375,Utilities
UPI-P2A-192771049683-UNACADEMY,Education
SIP DEBIT ICICI PRUDENTIAL MF,Investment
UPI/KOTAK MF,Investment
POS 074977 RELIANCE DIGITAL,Shopping
UPI-P2A-491888778502-SONY LIV,Entertainment
NEFT/691663845923/CAR LOAN EMI,Loan EMI
UPI/DR/718655984662/HDFC BANK FD INTEREST,Interest Income
NEFT/191257175730/SWIGGY ONE,Subscriptions
TANGEDCO BILL 567714,Utilities
ACH-EMI-AXIS BANK EMI-51085205,Loan EMI
ATM WDL 181646,Cash Withdrawal
POS PURCHASE FD MATURITY CREDIT,Interest Income
IMPS-CANARA BANK INTEREST-60629951,Interest Income
IMPS/764476403681/TONI AND GUY,Personal Care
MANDATE-REDBUS,Travel
UPI/SMS ALERT CHARGES,Bank Charges
NEFT/328088188674/ICICI BANK SAVINGS INTEREST,Interest Income
IMPS-OYO LIFE-46097599,Rent
POS 881035 PNB FD INTEREST,Interest Income
UPI/FUND TRANSFER,Transfer
RTGS/588844991775/ICLOUD STORAGE,Subscriptions
POS 820893 REEBOK,Shopping
NEFT-TALWALKARS-79434404,Health
IMPS/258608069540/IOCL OUTLET,Fuel
NACH-CHEQUE BOOK CHARGES-33504757,Bank Charges
UPI PAYMENT TWO WHEELER LOAN,Loan EMI
UPI-DR-706503984567-H&M,Shopping
NACH-PLAYSTATION STORE-00806208,Entertainment
POS/616364/UPSTOX,Investment
UPI-DR-792341098504-STEAM INDIA,Entertainment
UPI/DR/281858446094/THOMAS COOK,Travel
UPI/OUT/235532107473/sparhype@axl/Payment,Groceries
UPI/DR/356475701199/PNB FD INTEREST,Interest Income
NEFT/001247792109/MAX LIFE,Insurance
UPI/SAVINGS ACCOUNT INTEREST,Interest Income
UPI PAYMENT INOX LEISURE,Entertainment
NEFT-AAKASH INSTITUTE-85776800,Education
EMI/SBI HOME LOAN EMI/31426409,Loan EMI
POS/244214/HOUSE RENT PAYMENT,Rent
UPI/SBI HOME LOAN EMI,Loan EMI
IMPS/281116940220/LOCKER RENT CHARGES,Bank Charges
UPI/DR/788027614821/SKECHERS,Shopping
UPI PAYMENT ATM AXIS,Cash Withdrawal
UPI/DR/457737859831/BIGBASKET,Groceries
POLICY PREMIUM ADITYA BIRLA HEALTH,Insurance
UPI-DR-831066233872-NILGIRIS,Groceries
IMPS/194504814902/ZEPTO,Groceries
POS/668907/AUTO RICKSHAW UPI,Transport
UPI PAYMENT MIRAE ASSET MF,Investment
IMPS/042281387665/CREDITAS EMI,Loan EMI
POS 242587 KOTAK SAVINGS INTEREST,Interest Income
UPI/OUT/569380423684/sonyliv@okicici/Payment,Entertainment
UPI/HINDUSTAN PETROLEUM,Fuel
NACH-POORVIKA MOBILES-64246275,Electronics
POS 331569 CONSULTING FEES,Income
POS/480595/CBSE BOARD FEES,Education
UPI PAYMENT HEALTHKART,Health
UPI-P2A-861852077909-MAHANAGAR GAS,Utilities
UPI PAYMENT BANGALORE METRO RAIL,Transport
BILLDESK-BMTC-442293,Transport
UPI/INOX LEISURE/362622995521,Entertainment
BILLDESK-ATM-NFS WITHDRAWAL-850038,Cash Withdrawal
IMPS-SPENCERS RETAIL-58123474,Groceries
UPI/RD INTEREST CREDIT/593747732785,Interest Income
RTGS/004894939802/UNIQLO,Shopping
BILLDESK-LINKEDIN PREMIUM-397419,Subscriptions
NEFT/032787554297/NYKAA,Personal Care
UPI/NETFLIX/872384038903,Entertainment
UPI PAYMENT NETFLIX,Entertainment
POS 234245 SHUTTL,Transport
NEFT/795846166338/TATA SKY,Utilities
NEFT-ZEPTO-63630750,Groceries
UPI/OUT/912561107379/theobrom@ybl/Payment,Food & Dining
AUTO DEBIT DIGIT INSURANCE,Insurance
UPI PAYMENT APARTMENT MAINTENANCE,Rent
NEFT-ACKO INSURANCE-62641509,Insurance
POS/148735/OPPO,Electronics
RTGS/817159617905/BIGBASKET,Groceries
NACH-REBEL FOODS-37074872,Food & Dining
NACH-NEFT TRANSFER-05715257,Transfer
UPI PAYMENT TALWALKARS,Health
UPI-DR-196242520423-HOUSING.COM,Rent
UPI/GOOGLEPAY TRANSFER,Transfer
POS PURCHASE SELF ASSESSMENT TAX,Tax
UPI/MCDONALDS/726303659684,Food & Dining
UPI-DR-868380612507-BOOKING.COM,Travel
POS/441208/SIMPL EMI,Loan EMI
UPI-P2A-637736322723-MXPLAYER,Entertainment
IMPS-SMALLCASE-74353087,Investment
RTGS/399069565856/NSC INTEREST,Interest Income
MANDATE-DUNKIN DONUTS,Food & Dining
RTGS/076309010201/UNITED INDIA INSURANCE,Insurance
UPI-DR-816721439973-ZARA,Shopping
IMPS/485428394906/SPEED FUELS,Fuel
ACH DR DSP MUTUAL FUND,Investment
UPI/PNB METLIFE,Insurance
MANDATE-DEBIT CARD ANNUAL FEE,Bank Charges
NEFT/664786971176/THYROCARE,Health
UPI/DR/224423598358/CINEPOLIS,Entertainment
POS 293322 ICICI BANK EMI,Loan EMI
NEFT/503276190737/FOREST ESSENTIALS,Personal Care
JIO BROADBAND BILL 929319,Utilities
UPI/OUT/681186980766/talwalka@ibl/Payment,Health
UPI/DROPBOX/864544377479,Subscriptions
BILLDESK-PAYTM MONEY-054948,Investment
UPI/SUN DIRECT,Utilities
RTGS/145017767323/MOTOROLA,Electronics
ECS-ICICI PRUDENTIAL MF,Investment
UPI-P2A-164728385985-GO FIRST,Travel
UPI/OUT/591343256347/colive@paytm/Payment,Rent
BILLDESK-EASEMYTRIP-229889,Travel
AUTO DEBIT SMART BAZAAR,Groceries
CASH WITHDRAWAL 76346372,Cash Withdrawal
BILLDESK-GOLD LOAN EMI-471176,Loan EMI
IMPS/310476086320/PANTALOONS,Shopping
UPI/SELF/45711491,Transfer
BILLDESK-POST OFFICE INTEREST-423850,Interest Income
POS/403828/CASTROL,Fuel
NACH-LIQUID FUND DIVIDEND-85488068,Interest Income
BILLDESK-PERSONAL LOAN EMI-043783,Loan EMI
IMPS/548347724698/BOB INTEREST CREDIT,Interest Income
UPI/OUT/466657461763/atmcashw@oksbi/Payment,Cash Withdrawal
TDS PAYMENT 56464932,Tax
ACH DR LOCKER RENT CHARGES,Bank Charges
NACH-TATA CONSULTANCY-54320324,Income
UPI/DR/320430435485/JIOSAAVN,Entertainment
POS PURCHASE AMAZON INDIA,Income
AUTO DEBIT IOCL OUTLET,Fuel
ACH DR BAJAJ ALLIANZ LIFE,Insurance
NEFT/395874521333/FIRSTCRY,Shopping
RTGS/689520853453/FD MATURITY CREDIT,Interest Income
NEFT/216597448672/HDFC BANK,Income
UPI/OUT/166923749696/samsungi@apl/Payment,Electronics
UPI/OUT/620229750810/indusind@paytm/Payment,Loan EMI
POS 072774 SNAPDEAL,Shopping
ATM WDL 584890,Cash Withdrawal
UPI-DR-458314962400-CHEQUE BOOK CHARGES,Bank Charges
NEFT/276229790483/RELIANCE PETROL,Fuel
NACH-NSDL TIN PAYMENT-58488288,Tax
MANDATE-COX AND KINGS,Travel
ECS-BAJAJ ELECTRICALS,Electronics
RTGS/444415821648/DELHI PROPERTY TAX,Tax
UPI PAYMENT TATA NEU PLUS,Subscriptions
NEFT/464324277927/PHILIPS,Electronics
ECS-ZOOM CAR,Transport
POS PURCHASE GREAT LEARNING,Education
BILLDESK-VLCC-287106,Personal Care
IMPS/403107312466/PROPERTY TAX,Tax
UPI-DR-788165100756-HYDERABAD METRO,Transport
UPI/OUT/201129370251/pnbfdint@kotak/Payment,Interest Income
IMPS-NON MAINTENANCE CHARGE-87450275,Bank Charges
IMPS/695262731227/ENRICH SALON,Personal Care
RTGS/356902796194/SIMPLILEARN,Education
MANDATE-AUTO RICKSHAW UPI,Transport
RTGS/263153756694/KSRTC,Transport
NEFT/276229790483/RELIANCE PETROL,Fuel
IMPS/125141434425/DELHI JAL BOARD,Utilities
POS PURCHASE SOCIETY MAINTENANCE,Rent
POS 034599 FAMILY TRANSFER,Transfer
POS 879104 NSC INTEREST,Interest Income
ACH DR GOOGLEPAY TRANSFER,Transfer
ECS-COURSERA PLUS,Subscriptions
ECS-MYNTRA,Shopping
AUTO DEBIT HOUSE RENT PAYMENT,Rent
UPI/DR/466928248680/AAKASH INSTITUTE,Education
ECS-MICRO ATM WITHDRAWAL,Cash Withdrawal
AUTO DEBIT ACT FIBERNET,Utilities
ECS-RTGS CHARGES,Bank Charges
UPI/IRCTC,Travel
ACH DR LANDLORD UPI RENT,Rent
IMPS/161383252432/ATM BOB,Cash Withdrawal
ECS-COX AND KINGS,Travel
BILLDESK-MUTUAL FUND DIVIDEND-855370,Interest Income
IMPS-APPLE INDIA-80627075,Electronics
UPI-DR-278671413152-BYJUS,Education
MANDATE-SUBWAY,Food & Dining
NACH-PERSONAL LOAN EMI-46523863,Loan EMI
NEFT-AIRBNB INDIA-61496734,Travel
IMPS-HOUSE RENT PAYMENT-65415288,Rent
NEFT/476467983356/NATURALS SALON,Personal Care
UPI PAYMENT IOCL OUTLET,Fuel
UPI/OUT/071972184208/splitwis@okhdfcbank/Payment,Transfer
IMPS/813819932824/MORE RETAIL,Groceries
UPI-P2A-559763167525-SMART BAZAAR,Groceries
BILLDESK-VAN HEUSEN-372905,Shopping
SIP/ANGEL ONE/75884215,Investment
BILLPAY BWSSB,Utilities
UPI/FOREST ESSENTIALS,Personal Care
BILLDESK-PURPLLE-287791,Personal Care
NEFT/238587760855/SPECTRANET,Utilities
POS/264298/KAYA SKIN CLINIC,Personal Care
AUTO DEBIT CBSE BOARD FEES,Education
UPI/BLINKIT/199861556163,Groceries
NEFT-NSDL TIN PAYMENT-06770718,Tax
CASH WITHDRAWAL 91712925,Cash Withdrawal
POS/808213/XIAOMI,Electronics
MANDATE-GOOGLE ONE,Subscriptions
AUTO DEBIT ATM PNB,Cash Withdrawal
POS/560693/TSRTC,Transport
UPI/DR/541837237304/MINIMALIST INDIA,Personal Care
MANDATE-RTGS TRANSFER,Transfer
SUBSCRIPTION DISNEY HOTSTAR PREMIUM,Subscriptions
ECS-INDIGO AIRLINES,Travel
NEFT/838943920468/MAHARASHTRA PT,Tax
RTGS/744347493897/SPENCERS RETAIL,Groceries
MANDATE-CAPGEMINI,Income
NEFT-YLG SALON-13286217,Personal Care
POS PURCHASE CHEQUE BOOK CHARGES,Bank Charges
ACH DR APARTMENT MAINTENANCE,Rent
AUTO DEBIT NARAYANA HEALTH,Health
POS PURCHASE IBM INDIA,Income
NEFT/286989201827/OYO ROOMS,Travel
UPI/OUT/300226227075/kotakmah@oksbi/Payment,Loan EMI
NEFT-DISNEY HOTSTAR-57437678,Entertainment
IMPS-APPLE MUSIC-79852651,Entertainment
UPI/PAYTM MONEY/745963581152,Investment
IMPS-PIZZA HUT-20746915,Food & Dining
UPI/OUT/887499175934/blinkitp@oksbi/Payment,Subscriptions
UPI/DR/987191667470/MCGM PROPERTY TAX,Tax
POS PURCHASE TIMES PRIME,Subscriptions
IMPS-FREELANCE PAYMENT-12338328,Income
ACH DR CHAI POINT,Food & Dining
UPI/ZOOM CAR,Transport
AUTO DEBIT AIR INDIA,Travel
UPI PAYMENT CHEQUE BOOK CHARGES,Bank Charges
MANDATE-HDFC LIFE,Insurance
NEFT-LOCKER RENT CHARGES-81731165,Bank Charges
UPI/DREAM11,Entertainment
NACH-PROCESSING FEE-21029035,Bank Charges
PAYROLL GOOGLE INDIA,Income
UPI-P2A-378923314039-APPLE ONE,Subscriptions
BILLDESK-RAYMOND-828724,Shopping
UPI/DR/850472434607/IMPS CHARGES,Bank Charges
NEFT-MICRO ATM WITHDRAWAL-96633428,Cash Withdrawal
UPI/INCOME TAX PAYMENT/087109653800,Tax
NEFT/605973333192/ATM CASH WITHDRAWAL,Cash Withdrawal
UPI/DR/963822055621/AUTO RICKSHAW UPI,Transport
UPI/ACCENTURE INDIA/300074170411,Income
ACH DR HINDUSTAN PETROLEUM,Fuel
UPI PAYMENT ICICI PRUDENTIAL LIFE,Insurance
SELF TRANSFER 43561676,Transfer
POS/037968/FI TRANSFER,Transfer
UPI PAYMENT ACCENTURE INDIA,Income
UPI/DTC BUSES,Transport
UPI/OUT/495831290651/chequebo@axl/Payment,Bank Charges
MANDATE-KOTAK SAVINGS INTEREST,Interest Income
POS 396901 ECS BOUNCE,Bank Charges
UPI-P2A-258557053987-CASH COUNTER WITHDRAWAL,Cash Withdrawal
RTGS/923969006882/DISNEY HOTSTAR PREMIUM,Subscriptions
AUTO DEBIT NETFLIX,Entertainment
UPI/DR/818966583097/ASUS,Electronics
PAYROLL STIPEND CREDIT,Income
UPI-DR-207438890972-DROPBOX,Subscriptions
BILLDESK-MY11CIRCLE-016137,Entertainment
UPI PAYMENT FD MATURITY CREDIT,Interest Income
UPI PAYMENT CANARA BANK INTEREST,Interest Income
ECS-CRED PAY TRANSFER,Transfer
UPI/DR/416291551115/STEAM INDIA,Entertainment
POS 086191 TECH MAHINDRA,Income
NACH-MAX HEALTHCARE-24529737,Health
IMPS/073048202654/CINEPOLIS,Entertainment
MANDATE-BAJAJ ALLIANZ GENERAL,Insurance
IMPS/914136633274/SPECTRANET,Utilities
IMPS-REALME-89941086,Electronics
UPI/BIGBASKET,Groceries
UPI/ATM CASH WITHDRAWAL,Cash Withdrawal
IMPS/609996612870/JIO BROADBAND,Utilities
POS/563459/UDEMY,Education
IMPS/997569958899/CROMA,Shopping
MANDATE-BBMP PROPERTY TAX,Tax
ECS-FLIPKART GROCERY,Groceries
NACH-PANTALOONS-16288088,Shopping
IMPS/120342329005/AMAZON,Shopping
RTGS/777026898493/GOOGLEPAY TRANSFER,Transfer
ACH DR JBL INDIA,Electronics
UPI-P2A-696958721202-LATE PAYMENT FEE,Bank Charges
UPI/IOCL OUTLET/889454459024,Fuel
UPI/AXIS BANK FD INTEREST/364137189851,Interest Income
UPI-P2A-266388403316-AXIS BANK FD INTEREST,Interest Income
ECS-PLUM GOODNESS,Personal Care
NACH-ATM SBI-94950909,Cash Withdrawal
ECS-ATM SBI,Cash Withdrawal
MANDATE-CHALO BUS,Transport
NEFT/129747975148/ZARA,Shopping
POLICY PREMIUM UNITED INDIA INSURANCE,Insurance
NEFT/480566378249/SMS ALERT CHARGES,Bank Charges
IMPS-KARACHI BAKERY-45396999,Food & Dining
POS 465503 ATM PNB,Cash Withdrawal
UPI-P2A-134598720609-YATRA,Travel
UPI/HDFC LIFE,Insurance
MANDATE-PNB FD INTEREST,Interest Income
ECS-CHALO BUS,Transport
NEFT-APOLLO PHARMACY-80623956,Health
UPI-P2A-718242562548-CHALO BUS,Transport
NEFT/433615991725/MUTUAL FUND DIVIDEND,Interest Income
UPI PAYMENT SMALLCASE,Investment
NACH-DIGIT INSURANCE-08861063,Insurance
UPI/OUT/467798727887/bescom@apl/Payment,Utilities
UPI/OUT/693723528229/sotctrav@kotak/Payment,Travel
NACH-OYO ROOMS-73621153,Travel
POS PURCHASE LOTUS HERBALS,Personal Care
POS PURCHASE BOOKMYSHOW,Entertainment
IMPS-BIGBASKET-98479049,Groceries
ACH DR WIPRO LTD,Income
IMPS/009832477026/EPIC GAMES,Entertainment
POS 347794 ATM SBI,Cash Withdrawal
UPI/DR/711061651227/NEFT TRANSFER,Transfer
UPI PAYMENT DOMINOS,Food & Dining
ACH DR KISSHT EMI,Loan EMI
RTGS SALARY CREDIT TCS LTD,Income
UPI/RAPIDO BIKE/559078834744,Transport
UPI/OUT/299089801670/minimumb@ibl/Payment,Bank Charges
ECS-PROCESSING FEE,Bank Charges
POS 206341 AMUL PARLOUR,Food & Dining
POS 626966 UPSTOX,Investment
IMPS-APPLE INDIA-80627075,Electronics
AUTO DEBIT WINZO GAMES,Entertainment
ACH DR PIZZA HUT,Food & Dining
UPI PAYMENT HIMALAYA DRUG,Personal Care
NEFT/022183088032/IOC FUEL STATION,Fuel
HATHWAY ONLINE BILL PAYMENT,Utilities
IMPS-JIOCINEMA-04698671,Entertainment
BILLDESK-MSEDCL-396874,Utilities
RTGS/868763765978/HEALTHKART,Health
NEFT-UPSTOX-26684452,Investment
UPI/NANDOS,Food & Dining
ACH DR TATA AIA LIFE,Insurance
ACH DR JIO FIBER,Utilities
UPI/DR/890137887615/ATM AXIS,Cash Withdrawal
IMPS-IMPS TRANSFER-01165649,Transfer
UPI/DELHI METRO RAIL/457775425656,Transport
EMI/LAZYPAY EMI/68772869,Loan EMI
RTGS/176960094575/REBEL FOODS,Food & Dining
UPI-P2A-931214880091-ATM-NFS WITHDRAWAL,Cash Withdrawal
POS 286360 APOLLO HOSPITALS,Health
UPI-DR-251011990697-MICRO ATM WITHDRAWAL,Cash Withdrawal
UPI/OUT/472445257829/starheal@kotak/Payment,Insurance
UPI/OUT/249352745311/swiggyin@okaxis/Payment,Groceries
BILLDESK-HP-478676,Electronics
IMPS-EPIC GAMES-19683032,Entertainment
RTGS/165921684554/NARAYANA HEALTH,Health
NACH-AMAZON PAY TRANSFER-03609238,Transfer
UPI-DR-843827841246-NATURALS SALON,Personal Care
ACH DR ZEE5,Entertainment
MANDATE-FAMILY TRANSFER,Transfer
MANDATE-FRANKLIN TEMPLETON,Investment
UPI/OUT/423854120534/nivabupa@paytm/Payment,Insurance
NACH-ALLEN SOLLY-87174155,Shopping
AUTO DEBIT BOSE INDIA,Electronics
UPI/JIO FIBER/885098123766,Utilities
SIP/HDFC MUTUAL FUND/10138095,Investment
POLICY PREMIUM HDFC LIFE,Insurance
ATM-NFS CASH WITHDRAWAL,Cash Withdrawal
RTGS/971867012027/PUNJAB GRILL,Food & Dining
ACH DR UTI MF,Investment
IMPS/125141434425/DELHI JAL BOARD,Utilities
UPI/VEHICLE TAX/980539654455,Tax
AUTO DEBIT BHARAT PETROLEUM,Fuel
RTGS/402285468621/REALME,Electronics
ECS-MIRAE ASSET MF,Investment
IMPS/737814722083/CASH COUNTER WITHDRAWAL,Cash Withdrawal
NEFT/556606344840/EASEMYTRIP,Travel
UPI PAYMENT TATA MUTUAL FUND,Investment
ECS-BONUS CREDIT,Income
ACH DR IMPS CHARGES,Bank Charges
POS/101840/EDUCATION LOAN EMI,Loan EMI
POS 673482 SALARY CREDIT,Income
NEFT-RELIANCE INDUSTRIES-47160798,Income
UPI/INCOME TAX PAYMENT,Tax
BILLPAY TPDDL,Utilities
IMPS-ENRICH SALON-93434488,Personal Care
ATM-NFS CASH WITHDRAWAL,Cash Withdrawal
IMPS-COX AND KINGS-34502236,Travel
UPI PAYMENT AXIS MF,Investment
UPI/SELF/04325234,Transfer
AUTO DEBIT STEAM INDIA,Entertainment
UPI/OUT/384139451024/practo@apl/Payment,Health
ACH DR HYDERABAD METRO,Transport
ACH DR HDFC LIFE,Insurance
POS 545152 UNITED INDIA INSURANCE,Insurance
ACH DR IMPS CHARGES,Bank Charges
ECS-APPLE ONE,Subscriptions
IMPS/795585421532/VIDEOCON D2H,Utilities
UPI/DR/690315921543/BOOKMYSHOW,Entertainment
IMPS/400518070386/ZERODHA,Investment
POS/141657/JIOCINEMA,Entertainment
UPI PAYMENT REBEL FOODS,Food & Dining
POS/711832/BHIM UPI,Transfer
IMPS-CANARA BANK INTEREST-60629951,Interest Income
UPI-DR-513816098791-FI TRANSFER,Transfer
ACH DR TCS LTD,Income
IMPS/011820302129/ADIDAS,Shopping
POS 985147 SPEED FUELS,Fuel
BILLDESK-SPEED FUELS-128384,Fuel
IMPS/920825133932/LENOVO,Electronics
UPI/PROPERTY TAX,Tax
ECS-WOODLAND,Shopping
UPI/OUT/593217207145/hp@paytm/Payment,Electronics
UPI/SWIGGY,Food & Dining
BILLDESK-BAJAJ ALLIANZ LIFE-487379,Insurance
UPI/OUT/436275802090/quickrid@axl/Payment,Transport
SIP DEBIT HDFC MUTUAL FUND,Investment
NEFT-NARAYANA COACHING-14932199,Education
RTGS/104724090939/MIRAE ASSET MF,Investment
RTGS/807648625501/MAX HEALTHCARE,Health
POS 550952 NIPPON INDIA MF,Investment
UPI/LOTUS HERBALS,Personal Care
IMPS-BYJUS-51277160,Education
UPI-DR-053555565688-NOTION PRO,Subscriptions
UPI/OUT/674007199522/housing.@paytm/Payment,Rent
ECS-HINDUSTAN PETROLEUM,Fuel
ECS-TONI AND GUY,Personal Care
IMPS/316420894750/EXCITEL,Utilities
ACH DR CASH COUNTER WITHDRAWAL,Cash Withdrawal
BILLDESK-PHARMEASY-463425,Health
IMPS/685722133644/AKASA AIR,Travel
CASH WITHDRAWAL 90106998,Cash Withdrawal
AUTO DEBIT HALDIRAMS,Food & Dining
AUTO DEBIT EDUREKA,Education
NEFT-TPDDL-29391764,Utilities
UPI-P2A-248577605701-LIC OF INDIA,Insurance
UPI PAYMENT SBI LIFE,Insurance
SELF TRANSFER 55684518,Transfer
IMPS/741737732591/ADOBE CC,Subscriptions
ACH DR EDUREKA,Education
POS 419264 TATA NEU PLUS,Subscriptions
RTGS/894467422869/AMUL PARLOUR,Food & Dining
IMPS-MORE RETAIL-26979516,Groceries
RTGS/350779564284/COIN BY ZERODHA,Investment
NACH-PROFESSIONAL TAX-15664513,Tax
POS PURCHASE INFOSYS LTD,Income
UPI/DUNKIN DONUTS,Food & Dining
AUTO DEBIT APARTMENT MAINTENANCE,Rent
NACH-LAKME SALON-22278684,Personal Care
AUTO DEBIT MONGINIS,Food & Dining
